ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
3,8014.03,11993.1,-2540.85,84,128,693
0,8732.66,38505,-5823,25,205,1992
0,4764.95,5459,-1795,18,84,398
0,10213.9,31831,-3605,17,163,1526
0,11001.4,51849,-6097,77,229,2605
0,6374.95,6740.53,-2685.05,70,118,426
2,8044,10544.2,-3036.07,87,139,587
3,15878.9,115820,-4.38E+03,59,271,4426
4,9118.23,11478.6,-3012.19,36,156,654
0,10350.5,32061,-5004,77,171,1466
4,9540.66,12379.4,-2475.07,85,136,619
0,11651,73949,-7148,48,285,3298
4,11656.9,33331,-4078.11,104,204,1692
3,22332.8,255553,-1.17E+04,76,540,8870
3,13337.7,79935.2,-5.70E+03,56,272,3539
5,9168.21,14197,-2763.12,19,148,729
0,7671.88,12797.7,-2668.79,36,123,655
0,15640.3,122138,-8488,28,270,3714
3,10437.5,38754.8,-4189.73,125,205,1751
0,7560.93,10042,-2681,27,118,654
4,15023.5,82931,-2.17E+03,69,223,2059
0,8073.22,8845.78,-3120.52,17,136,521
4,8419.96,9605.1,-2787.35,14,138,554
3,22045.9,411459,-9.51E+03,63,473,14125
4,13794.7,98942.5,-5851.87,169,281,4061
4,14556.7,100694,-1.96E+03,44,220,3450
4,9703.13,38298.3,-3839.96,45,180,2054
0,13676.7,99194,-8587,48,296,4061
5,8847.18,28861.9,-2776,90,156,1521
5,14922.1,81226,-7080.23,67,320,3466
0,15072.6,90583,-5689,18,258,3295
0,10121.6,16627,-4990,196,137,889
2,6477.07,7582.64,-1617.91,64,104,457
4,9509.27,32953.8,-3551.35,94,176,1922
0,22483.8,353735,-14115,71,533,11885
2,7050.88,5657.26,-2.06E+03,16,79,292
5,23441.3,280589,-9184.73,87,468,9276
3,13906.6,51612.8,-4.00E+03,43,234,2464
0,10787,29153,-3684,22,187,1361
4,8480.72,23652.2,-2668.32,21,154,1252
0,13651.7,62921,-5474,46,258,2679
2,4868.48,2955.75,-1236.5,46,67,224
0,12907.1,90323,-6766,52,277,3719
5,7596.97,6866.33,-2069.96,34,108,428
0,15436.8,182696,-8787.74,68,367,7087
0,29416.7,405234,-13642,114,592,11141
0,24281.3,636493,-15075,86,654,19437
0,6840.49,9159,-2985,17,122,519
0,18976.2,230614,-13379,155,356,6747
3,6544.9,5086.2,-2220.55,54,107,346
2,13188.5,51217,-4.07E+03,31,234,2464
0,20970.6,402791,-9736,106,482,10834
3,20236.3,255251,-1.37E+04,60,540,8870
5,14714.6,79351.6,-7143.54,73,320,3466
3,9849.46,10358.3,-2.69E+03,35,154,587
2,6140.64,4119.03,-1484.87,126,88,318
2,4212.51,2216.57,-1017.71,20,54,165
1,11515.9,68964.5,-5196.71,147,247,3373
0,10534.5,24614,-3788,46,194,979
4,4857.85,4360.66,-1351.77,22,72,340
3,6321.79,10338.7,-3.36E+03,15,109,689
0,12103.1,41856,-5536,90,236,1878
5,10914.2,43689,-2.63E+03,15,196,1885
5,7979.52,9882.08,-2419.67,28,123,621
2,4226.38,2117.46,-965.404,22,54,165
5,7907.08,16767.9,-2837.89,73,142,844
2,21101.2,166408,-9.42E+03,93,449,5537
3,18363.4,144000,6.51E+02,91,449,5537
0,28243.6,743884,-10156,104,532,17682
2,4795.33,2939.67,-1185.6,40,71,249
2,3761.75,1454.67,-1002.68,42,52,133
2,14880.9,59533.9,-6657.67,156,305,2610
4,9114.4,27281.5,-2944.05,96,158,1403
0,6057.96,4714,-3643,22,89,346
4,10978.4,39827.6,-3924.89,32,193,2118
4,7454.08,13761.6,-2360.4,89,120,809
3,15060.5,115975,-3.91E+03,56,271,4426
3,10990.9,85233.2,-2.89E+03,21,220,3450
3,17858.3,172869,5.26E+03,69,403,6746
0,4731.27,1890,-1300,13,74,135
3,13738.8,53640.9,-4.38E+03,41,215,2188
4,5854.92,7118.27,-1664.32,50,93,545
0,15970,103653,-3689,128,277,3463
1,11290.4,68947.8,-5148.36,147,247,3373
5,4094.22,1903.16,-1018.06,13,63,166
0,12961.9,51111,-6605,47,286,2396
3,13671.5,66216.8,-1.29E+03,78,224,2192
0,9408.57,29721,-3886,14,154,1160
0,9570.78,35759,-4763,108,210,1750
0,10419.4,43469,-3843,71,172,1869
3,6193.45,5037.29,-2.28E+03,5,79,292
3,8624.95,51177.4,-3.88E+03,22,188,2599
2,13897.5,51278.3,-4.12E+03,62,234,2464
5,3787.18,2218.62,-565.729,8,43,161
2,8058.34,9512.56,-2913.41,98,130,490
3,6734.39,12224.7,-1829.16,6,105,765
2,13491.2,40874.8,-2.45E+03,41,234,1581
2,8253.78,12052,-2599.85,87,128,693
3,9490.47,39088.9,-2.36E+03,15,196,1885
3,4084.88,1936.64,-1064.31,7,63,166
0,10475,51353,-4993,51,220,2676
4,8935.31,26925.4,-3031.19,93,158,1403
0,23804,370592,-13780,130,484,10110
5,9440.3,27404.4,-2850.75,110,158,1403
4,8613.58,20080.4,-3257.29,80,163,1162
0,9495.69,19397,-3532,69,137,975
3,6823.59,10448.4,-2.80E+03,14,109,689
5,8345.3,21386.3,-2866.88,88,145,1156
0,21697.6,380332,-10475,55,421,11414
0,14874.8,148334,-8943,43,285,5840
4,12763.8,58616.8,-3.50E+02,63,223,2822
4,18584.3,160100,-8.51E+03,85,388,6290
0,10521.7,13824,-6019,19,167,693
0,20228.6,311602,-13252,61,515,10536
4,8718.43,12461.2,-2762.02,64,136,619
0,12645.7,67593,-4839,59,207,1585
3,13452.1,51788.9,-2.96E+03,36,234,2464
5,18074.4,203062,-8.11E+03,56,390,7459
5,17303.7,112725,-5.90E+03,39,322,4619
4,12126.2,91710.7,-4.75E+03,61,254,3885
0,16899.1,98475,-6292,65,299,2605
3,4879.66,3140.48,-1135.42,42,71,249
4,7995.67,12868.3,-2767.75,15,132,806
5,9276.29,24107.7,-2916.06,23,154,1252
0,16269.7,90378,-8843,49,340,3803
0,13523.1,79116,-4672,30,328,3714
5,15175,80259.6,-7051.03,75,320,3466
2,6635.89,5273.3,-1.77E+03,8,79,292
4,19108.2,161068,-7.58E+03,86,388,6290
0,8739.95,18494,-4550,91,163,1064
4,5796.42,7207.28,-1660.24,52,93,545
0,8172.74,13834,-2560,19,151,888
4,13166,59792.6,-2.92E+03,41,224,2192
3,9503.94,10027.3,-1.47E+03,38,154,587
5,11967.9,70707,-5478.85,37,262,3211
0,16827.2,106979,-9409,55,357,4346
2,2609.6,57.1007,-3.38E+02,92,33,5
0,8027.83,4443,-1719,24,96,207
4,7485.55,19541.2,-2.58E+03,14,119,973
0,15644.7,156629,-8325.21,71,359,6068
0,6724.94,6379.96,-2379.28,19,108,428
3,18956.3,160147,-9.90E+03,86,388,6290
4,9900.55,25596.5,-3457.9,21,174,1415
0,12195,43604,-5947,42,265,1933
4,14537.3,144757,-6045.69,170,308,6057
0,14875.5,103595,-7308,47,290,4251
2,3864.97,1444.67,-988.378,42,52,133
3,5830.33,7460.14,-1634.41,50,93,545
2,3106.18,1201.33,-680.009,32,40,100
4,6901.88,4141.61,-2280.23,70,101,249
3,7596.31,10752.9,-3493.24,37,156,654
2,6269.31,4435.98,-3.05E+03,13,86,205
3,25523,474271,-1.12E+04,61,483,15505
0,12965.8,48055,-6739,47,288,2325
5,9389.28,30335.2,-3260.63,126,171,1747
4,13998.4,143080,-6159.37,162,308,6057
4,7138.95,4022.96,-2300.91,72,101,249
3,7718.58,12438.5,-1702.82,11,105,765
5,21048.8,414830,-9.34E+03,76,473,14125
3,6530.45,4958.44,-1926.61,54,108,318
3,19308.7,409475,-9.90E+03,70,473,14125
5,6862.51,8242.85,-1895.74,69,107,517
4,11955.4,37225,-9.30E+02,38,166,1111
0,25140.8,564760,-15977,98,614,16961
4,12881.9,75372,-5554.06,47,262,3211
3,11589.6,46807.7,-8.24E+03,20,215,2188
4,7492.32,19541.7,-2.33E+03,15,119,973
2,14816,59379.5,-6662.26,166,305,2610
5,8930.23,28908,-3388.19,31,179,1626
4,17346.1,112271,-5.58E+03,35,322,4619
3,9056.06,10229.5,-667.07,0,130,490
2,9152.16,20146.5,-3483.26,80,163,1162
4,8826.88,26957,-2.37E+03,37,156,1364
3,10737.1,83889.9,-2.70E+03,25,220,3450
5,8988.33,20634.5,-2677.83,73,152,1165
0,16602.2,215700,-9566,48,378,7708
4,8516.19,24631.2,-3131.79,33,157,1519
0,20537.3,280557,-11201.1,65,468,9276
5,9133.52,37880.4,-3761.15,38,180,2054
5,8496.85,4922.41,-2622.12,29,131,271
0,13920.2,123316,-6761,28,324,5637
5,10708.3,35061.5,-4273.01,110,208,1691
3,12818.3,116874,-2.21E+03,41,235,4905
3,9392.92,26590.8,-2.16E+03,17,166,1414
5,9602.86,27350.1,-1.95E+03,30,166,1414
3,25259.9,301973,-9.45E+03,103,537,8350
2,8622.43,25215.3,-3169.66,31,157,1519
5,11619.8,39217,-3988.74,112,205,1751
3,4890.67,2970.22,-1223.9,43,67,224
0,8131.59,2434,-1782,15,110,134
3,6932.51,5271.79,-2169.39,64,107,346
3,5415.79,4326.68,-1245.13,22,72,340
2,11760,68807.8,-5263.85,135,247,3373
0,12212.3,39348,-4955,19,238,1875
2,8330.55,11958.4,-2590.15,86,128,693
2,14624.3,140242,-5.57E+03,47,315,5844
4,7654.72,9899.94,-2458.39,13,123,621
5,10272.3,26819.6,-3245.32,29,174,1415
4,9373.97,17398.6,-2643.21,78,142,844
2,8314.09,11884.4,-2561.26,79,128,693
4,5749.25,11406.6,-1857.86,17,102,764
5,9067.57,29079,-3415.36,32,179,1626
2,19470.7,152356,-1.06E+04,76,449,5537
4,9894.58,52325.1,-3.32E+03,32,188,2599
5,10655.9,35365.1,-4368.79,130,208,1691
3,5560.64,3995.87,-1502.22,124,88,318
0,6730.47,9614.83,-2876.15,10,123,621
3,8740.34,26589.8,-2.51E+03,33,156,1364
4,11180.3,41871.6,-1.86E+03,66,166,1414
0,20169.4,250973,-5164,47,403,8860
0,6793.89,6846,-2313,10,107,483
3,9148.09,13724.3,-2952.17,12,148,729
2,24854.1,475230,-2.93E+03,55,483,15505
4,10381.1,38923,-4144.03,26,193,2118
2,8416.4,9496.1,-2893.24,100,130,490
2,8951.3,17019.9,-4021.02,36,183,931
0,20979,315988,-11799,88,446,9827
5,8668.68,28899.3,-3460.43,38,179,1626
3,10537.7,85416.2,-2.17E+03,23,220,3450
4,26050.3,260411,-6.20E+03,95,537,8350
4,9780.49,30493.7,-3140.44,115,171,1747
4,10255.1,30859.5,-3034.26,99,171,1747
0,11015.5,37702,-3601,64,229,1756
4,7824.87,12850.3,-2803.88,15,132,806
3,6468.39,12028.4,-1816.81,8,105,765
3,6444.46,13590.6,-1613.28,9,96,804
5,10594.4,35145.4,-4257.24,110,208,1691
3,14437.9,91834.2,-3.73E+03,52,254,3885
4,5813.62,11199.8,-1877.88,24,102,764
0,33823.3,1386580,-13544,162,767,23369
3,9027.72,10106,-2623.88,88,130,490
3,8367.56,25336.5,-3124.13,42,157,1519
5,12736,46361,-5838.89,56,273,2061
0,16800.1,226662,-11505,259,377,8469
3,8527.41,25237.6,-3235,28,157,1519
2,15325.9,117731,-4.70E+03,54,271,4426
2,21437.4,411422,-6.31E+03,54,473,14125
3,9761.12,38279.3,-2.46E+03,16,196,1885
4,13396.8,61330.6,-4.93E+03,30,247,2754
3,7938.2,12336,-3051.56,92,136,619
4,9188.47,21410.7,-2869.95,72,145,1156
4,14552.1,96787.5,-5630.27,56,294,4249
2,22110.5,409745,-8.46E+03,63,473,14125
0,14449.5,74013,-6235,37,308,3128
0,10796.5,26679,-2953,103,182,1465
2,16482.7,139928,-9.76E+03,86,449,5537
0,8545.74,15570,-3387,29,152,930
5,4491.69,1211.52,-785.289,34,51,102
4,5427.14,10894.2,-2044.53,23,102,764
3,13314.2,50806.6,-3.46E+03,33,234,2464
4,7594.77,15816.3,-2646.55,71,134,970
4,19264,201709,-6.72E+03,49,390,7459
3,11238,49663.9,-4.22E+03,32,216,2677
3,4138.94,2283.54,-934.906,45,51,132
0,6122.41,5990,-3961,9,104,374
4,10425.6,34081.6,-3333.25,89,176,1922
3,13293.6,60574,-5.57E+03,25,247,2754
3,5403.35,4160.77,-1511.6,111,88,318
5,8885.39,28819.3,-3451.39,22,179,1626
3,10628.6,85757,-1.76E+03,23,220,3450
3,17814.4,138602,-8.34E+03,111,449,5537
5,9539.51,27329.6,-2799.04,84,158,1403
5,8611.03,12406.8,-2417.41,74,128,693
4,7713.53,12856,-2767.96,15,132,806
0,8126.36,9666,-3569,24,142,554
4,11042.1,87477.6,-1.72E+03,26,220,3450
2,12020.4,34032.7,-1.70E+03,26,234,1581
4,7534.51,26392.3,-3.01E+03,36,166,1414
3,15430.9,58913.7,-4.81E+03,35,215,2188
4,14754.2,140673,-3.97E+03,53,315,5844
3,9442.13,39214.4,-2.75E+03,25,196,1885
3,20368.9,197069,-5.10E+03,88,403,6746
5,9550.73,38136.2,-3821.21,36,180,2054
3,11465.9,49902.6,-5.25E+03,22,216,2677
3,15671.7,60249.6,-2.71E+03,38,215,2188
3,9847.19,42272.1,-2.43E+03,72,223,2059
3,8969.06,27175.1,-3107.14,105,158,1403
0,14845.8,96236,-10085,201,305,4065
0,18117.7,321659,-10918,253,429,11112
3,8056.42,12048.1,-2566.3,82,128,693
0,11933.1,85997,-7075,251,269,3623
4,18664.3,160416,-9.61E+03,91,388,6290
4,7341.5,14418.2,-2377.3,81,120,809
5,8147.16,4826.52,-2544.14,25,131,271
3,5924.82,10390.8,-3.69E+03,14,109,689
2,8592.09,12194.8,-2464,87,128,693
2,8360.78,9647.58,-2932.55,96,130,490
3,9560.29,51703.2,-3.60E+03,31,188,2599
3,10010.3,39038.3,-4130.79,42,193,2118
4,11193.6,83718.5,-2.85E+03,28,220,3450
4,21321.1,332611,-6.97E+03,88,462,11563
2,5824.42,7636.09,-1817.4,76,104,457
5,9967.8,36667.8,-2.99E+03,42,196,1997
5,6813.93,3815.31,-2.04E+03,16,86,205
1,6037.68,5071.38,-1.27E+03,26,85,343
0,5344.23,8501,-2029,14,90,648
2,8558.9,51059.4,-3.87E+03,24,188,2599
4,9032.14,20775.5,-3567.06,92,163,1162
0,10958,58475,-6470,90,193,2523
3,12790.2,79039.2,-4.92E+03,54,272,3539
2,6630.8,13256.9,-1581.03,21,96,804
4,13674.3,47627.6,-5664.75,56,273,2061
5,7543.98,5149.65,-1850.74,13,107,346
2,20108,155221,-8.39E+03,67,449,5537
2,15623.6,118500,-5.48E+03,51,271,4426
3,14133.2,51541,-2.95E+03,44,234,2464
4,5740.07,7064.65,-1559.81,41,93,545
2,18722.3,161716,-6515.66,87,352,6744
3,11517.4,35354.1,-4.21E+02,31,166,1111
3,22507.1,467390,-1.34E+04,41,483,15505
2,12903.8,36770,-2.32E+03,24,234,1581
3,22804.4,278528,-1.00E+04,100,537,8350
5,7589.67,9418.79,-1868.11,70,107,517
3,6311.58,7412.65,-1639.34,48,93,545
0,6090.68,5415,-2677,12,100,371
4,8378,10996.3,-3106.95,34,156,654
1,3833.73,2158.67,-1139.3,20,54,165
4,13964.3,61103.9,-5.05E+03,28,247,2754
4,10528.8,38104.5,-3.74E+03,40,196,1997
3,21712.1,408341,-8.26E+03,64,473,14125
4,10395.8,37844,-3.44E+03,37,196,1997
4,8293.23,26234.3,-3.12E+03,29,156,1364
1,2725.94,49.6585,-4.92E+02,6,33,5
0,21662.7,308310,-8315,88,490,9825
0,26337.6,624569,-17670,97,675,17898
4,16134.2,144946,-7436.34,195,362,5847
3,21783.8,411533,-9.22E+03,67,473,14125
4,9517.87,32863.7,-3706.05,86,176,1922
2,11793.7,47955.7,-1.79E+03,43,223,2059
4,6967.08,4054.19,-2302.93,70,101,249
0,6336.07,8226,-1936,53,108,553
4,9874.82,35661.5,-4362.12,121,208,1691
4,14331.9,67587.9,-3.18E+03,73,224,2192
4,9406.14,12412.9,-2583.98,83,136,619
4,9880.46,25574.3,-3381.47,25,174,1415
3,9155.75,38995.5,-2.45E+03,11,196,1885
1,5815.5,4914.62,-9.52E+02,20,85,343
2,6546.27,12131.5,-1790.28,13,105,765
2,8379.53,10353.8,-2800.51,91,139,587
3,10433.6,23629.9,-9.91E+02,26,166,1111
2,3974.61,2209.46,-1076.41,21,54,165
0,10885.9,39042,-4182,27,194,1636
3,8800.47,10552.6,-2749.94,87,139,587
3,6658.23,10494.6,-3.22E+03,16,109,689
3,10473.3,37594.8,-3.23E+03,41,196,1997
0,14971.1,117128,-8660,147,324,4916
2,7433.27,14034.3,-2376.74,87,120,809
4,9006.19,20601.6,-3508.78,95,163,1162
4,20130.7,250425,-1.43E+04,71,540,8870
3,9694.8,27239.1,-2833.37,90,158,1403
2,4944.71,2773.49,-1224.55,48,67,224
4,22727.4,186768,-2.60E+03,88,403,6746
2,19107.8,141148,-8.39E+03,82,449,5537
4,5382.99,4101.8,-1286.6,12,72,340
0,9716.36,42871,-4349,26,196,2128
3,5797.26,7251.56,-1767.67,50,93,545
0,22596.6,400524,-13506,341,534,12663
3,12955.3,49950.3,-4.81E+03,37,234,2464
4,9578.98,33367.2,-3619.38,85,176,1922
0,14613.5,129639,-9769,212,323,5530
5,12386.3,70842.1,-5662.44,36,262,3211
4,11332.7,39330.7,-2.46E+03,39,166,1414
5,8602.82,29175.4,-3438.06,36,179,1626
3,5201.77,3477.88,-824.164,49,51,132
5,9280.24,16571.2,-1019.55,0,142,844
5,8320.67,20510.6,-2906.09,64,145,1156
5,6626.48,7418.07,-1.62E+03,158,109,486
0,13251.7,149712,-6875,133,287,6499
3,15522.3,115720,-5.35E+03,47,271,4426
4,16652.6,110747,-6.25E+03,34,322,4619
0,15104.1,108060,-7102.68,44,312,3982
5,3796.21,2200.94,-553.639,3,43,161
3,10366,58205.2,-334.365,92,217,2904
0,8376.93,9162,-3145,18,126,485
0,11000.1,24396.4,-3930.79,18,173,1026
2,4004.84,2182.14,-1129.29,20,54,165
0,25427.6,332920,-14495,117,568,10263
0,13731.5,85350,-6827,107,259,3297
4,24336.3,462358,-1.16E+04,58,483,15505
5,7763.05,4526.3,-2731.4,27,131,271
1,5143.37,4426.41,-1.42E+03,23,85,343
0,14151.4,251266,-5729,75,389,10518
5,10336.3,48318,-4182.36,103,209,2534
4,16988.7,159410,-7177.23,68,352,6744
0,13815.1,96031,-7380,94,301,4067
5,9204.71,28023.9,-2.31E+03,30,156,1364
4,6973.7,4033.78,-2230.73,72,101,249
3,4874.63,3906.89,-1359.52,19,72,340
3,9130.63,32402.2,-3667.06,91,176,1922
0,16431.1,98686,-6111,34,306,3631
4,9321.66,32962.2,-3567.11,88,176,1922
3,4966.31,2915.7,-1207.01,46,67,224
2,4188.12,1883.24,-1074.99,7,63,166
4,10895.3,39041.8,-2.17E+03,20,196,1885
5,9833.31,35252.2,-4311.14,119,208,1691
2,7919.39,9507.1,-3015.99,101,130,490
4,16169.7,112219,-5.78E+03,46,322,4619
3,8549.67,9615.71,-2811.53,23,138,554
4,21339.3,519015,-12083.6,136,540,18067
3,9288.05,23072.6,-2.11E+03,11,166,1111
5,9303.12,37696.1,-3808.98,38,180,2054
0,9110.43,17086,-2925,25,165,934
5,8070.09,4767.73,-2663.94,23,131,271
2,11382.8,32234.5,8.41E+02,40,234,1581
1,2604.83,47.8229,-5.18E+02,6,33,5
4,5554.86,6240.64,-1.72E+03,131,109,486
4,14686.1,153157,-7.53E+03,95,388,6290
4,25250.1,476462,-1.17E+04,68,483,15505
4,9159.73,11782.6,-3021.91,43,156,654
0,10812.2,48647,-4535,38,197,2460
0,6981.71,8698,-2918,20,119,522
3,10073.8,43811.6,-3025.93,97,159,2181
2,15492.2,118247,-5.29E+03,58,271,4426
4,5845.67,11118.5,-1911.49,31,102,764
5,12275.3,71889.5,-5637.83,32,262,3211
1,2438.85,49.5409,-6.39E+02,6,33,5
5,22671.5,281963,-9677.47,67,468,9276
4,8010.09,12921.6,-2478.49,24,132,806
4,6785.46,4835.43,-1965.81,38,107,346
2,15894,160766,-7730.7,78,352,6744
4,10780.1,49884.7,-3.44E+03,28,216,2677
2,5897.64,7590.15,-1822.1,74,104,457
2,5822.77,4134.34,-1552.39,126,88,318
4,14208.4,91552.3,-3.39E+03,53,254,3885
5,8660.5,21603.5,-2807.99,81,145,1156
1,2202.39,51.5656,-5.11E+02,6,33,5
4,10807.7,85930.7,-2.25E+03,34,220,3450
3,9530.92,39006.4,-4260.95,28,193,2118
4,11198.2,49408.6,-3.98E+03,24,216,2677
4,9572.08,28111.6,-2891.41,99,158,1403
0,17736,152573,-11260,112,452,5855
3,15434.7,116943,-5.96E+03,58,271,4426
3,6798.65,13585.2,-1466.91,24,96,804
3,6642.2,10329,-3.16E+03,15,109,689
4,13262.8,139244,-6170.32,167,308,6057
3,8500.14,26989.7,-2.59E+03,26,156,1364
3,14132.4,141457,-4.56E+03,47,315,5844
2,12300,73588.2,-4.58E+03,24,249,3630
4,7629.9,10949.9,-3387.15,36,156,654
2,5702.76,4130.16,-1568.15,126,88,318
2,5630.93,4165.8,-1553.13,126,88,318
3,12743,79273.9,-4.49E+03,32,272,3539
4,10722.8,32916.3,-3250.56,75,176,1922
2,5558.11,4289.09,-1.80E+03,13,88,292
0,8627.27,26055,-2137,89,139,1357
4,9427.84,51542,-2.83E+03,23,188,2599
2,8952.53,20263.2,-3556.39,79,163,1162
3,9063.73,25889.3,-3058.8,35,157,1519
4,13819.4,97675.7,-5997.33,157,281,4061
3,9094.51,26834.1,-2.04E+03,32,156,1364
0,8723.38,32780,-2672,30,185,1868
2,11069.6,33728.8,-4.31E+03,45,234,1581
0,5770.57,2674,-1725,3,73,150
0,12384.1,71084,-6070,36,266,3045
5,8905.11,30382.6,-3414.65,129,171,1747
3,14154.9,67058.4,-3.27E+03,46,224,2192
2,4000.54,2166.77,-1112.68,20,54,165
3,7418.72,9309.47,-3061.09,23,138,554
0,16561,270663,-7965,65,374,9816
3,23265.7,475825,-1.38E+04,73,483,15505
0,3860.48,740,-1710,6,51,64
5,9328.32,37805.1,-3852.84,37,180,2054
3,9759.87,52089.2,-3.14E+03,32,188,2599
3,14395.6,51736.2,-2.45E+03,36,234,2464
0,24286.7,364373,-13287,93,600,11747
4,22098.9,515906,-11556.6,140,540,18067
5,6751.12,6542.2,-2.10E+03,13,119,395
5,10012.4,39585.1,-3565.21,56,180,2054
4,8328.39,52060.8,-4.37E+03,24,188,2599
0,18747.4,251499,-12190,69,470,9008
2,17449.5,137399,-8.24E+03,119,449,5537
0,15479.7,216958,-9534,57,328,8461
0,10844.1,38368,-6204,129,211,1809
4,13093.5,79757.4,-5.13E+03,31,272,3539
3,8146.2,37918.5,-2.80E+03,13,196,1885
1,4021,2176.59,-1076.44,20,54,165
2,3875.65,1479.51,-1028.42,41,52,133
0,9807.82,29216,-4279,260,206,1692
5,9063.36,11442.2,-3070.83,31,156,654
3,5231.5,3087.57,-792.291,50,51,132
4,12414.3,101863,-4.59E+03,57,322,4619
0,14924.3,362992,-8159,58,371,12323
5,10977.3,51467.8,-4529.53,116,209,2534
0,9730.09,22845,-3462,39,214,1025
3,5221.26,3034.16,-1245.65,49,67,224
5,11562.6,60207.9,-4.34E+02,67,223,2822
2,25149.9,476183,-1.06E+04,39,483,15505
0,7990.73,10120.7,-1912.66,64,104,372
4,8992.93,11354,-3043.95,42,156,654
4,5551.53,1740.87,-1453.42,24,76,147
2,12429.3,73400.6,-4.95E+03,25,249,3630
0,10900.6,28928,-6088,44,258,1366
5,11033.5,31387.7,-4203.91,106,204,1692
5,9792.35,30618.7,-3218.76,120,171,1747
0,7291.1,6481,-2528,10,119,372
2,9243.61,20484.5,-3391.5,100,163,1162
4,15644,110679,-6.11E+03,36,322,4619
5,8931.22,17111.8,-2648.78,78,142,844
2,8343.2,12131.3,-2578.37,86,128,693
4,18703.3,160405,-8.79E+03,87,388,6290
1,5388.32,5121.09,-1.38E+03,26,85,343
5,8702.26,38637.6,-3937.38,46,180,2054
3,7470.13,14290.1,-2371.38,88,120,809
0,12096.9,45464,-5160,16,228,2002
3,14362.6,54070.5,-5.07E+03,41,215,2188
2,7091.8,13411,-1520.17,22,96,804
0,16838.9,378797,-14414,91,482,14635
2,2577.49,63.6823,-3.59E+02,96,33,5
5,8892.21,29130.3,-3372.78,36,179,1626
0,8664.57,34452,-3987,30,164,1809
0,6665.57,10377,-2538,72,117,727
5,9211.75,29178.7,-3397.83,32,179,1626
0,9768.74,22293,-4782,31,190,1163
3,14912.9,141602,-6.13E+03,50,315,5844
3,15372.2,169460,-4.41E+03,72,403,6746
3,8581.08,13624.8,-2980.91,17,148,729
0,14401.3,133781,-5512,51,291,5842
2,10462.4,37755.3,-4253.99,133,205,1751
0,11709.8,75826,-4969,26,249,3794
4,9158.8,11308.4,-3011.55,31,156,654
0,8169.53,2794,-2120,23,120,134
2,13465.2,51442.7,-1.99E+03,30,234,2464
0,14965.5,110805,-9591,96,316,4240
0,20782.5,378608,-10140,71,465,13465
0,9575.7,27887,-2299,35,186,1416
3,8483.97,12104.6,-2701.25,87,136,619
4,8789.91,11074.9,-3239.57,40,156,654
2,6721.45,4994.07,-2134.18,71,107,346
4,14086.5,52876.8,-5659.95,61,288,2334
3,12357.5,33691,-2.24E+03,32,234,1581
3,5498.18,3687.67,-790.338,41,51,132
2,5565.11,7583.56,-1976.6,75,104,457
5,9922.32,36209.7,-4.25E+03,41,196,1997
0,13924.8,180839,-10393,150,384,7221
2,5070.76,2880.15,-1235.61,54,67,224
5,4666.7,4157.21,-1387.63,3,72,340
4,5255.34,4104.91,-1.74E+03,12,79,292
5,8852.32,28802.5,-3436.07,35,179,1626
5,15702.5,111841,-7.86E+03,46,322,4619
0,10896.1,34052,-4550,35,196,1580
0,18143.5,97301,-7136,94,373,3556
0,3747.51,1137,-872,10,52,101
0,5090.71,3163,-933,15,81,203
0,7676.15,4569.88,-3029.87,24,131,271
5,11167.5,51221.6,-4430.28,114,209,2534
0,16155.2,105052,-23371,58,292,3632
4,13090.9,46651.6,-5955.64,59,273,2061
0,9481.96,37692,-4468,18,188,1993
2,11796.9,73446.7,-4.85E+03,34,249,3630
4,9185.62,13640.9,-2897.65,16,148,729
4,14533.9,101705,-5460.55,167,281,4061
0,8240.24,17310,-4802,100,141,970
3,17033.2,110184,-5.64E+03,32,322,4619
5,11063.2,51100.1,-4408.97,100,209,2534
0,13014.8,50367,-3780,101,270,2264
0,12813.9,75836,-4582,77,255,3294
3,8631.6,16666.4,-2860.13,76,142,844
4,6980.57,4036.99,-2353.9,71,101,249
4,8565.25,37612,-4400.2,55,193,2118
3,8302.28,12834.3,-2863.14,42,136,619
0,9761.2,34220,-4547,23,188,1991
0,8283.25,14264,-1954,19,137,805
5,3749.37,2140.32,-548.99,6,43,161
0,17043.6,136879,-6925,47,344,5211
3,11026.7,38291,-3967,81,205,1751
0,24689.5,279650,-12608,64,463,7842
4,12205.8,88353.7,-2.36E+03,16,220,3450
3,7330.73,14177.2,-2111.64,52,120,809
3,18344.8,160546,-5.69E+03,80,388,6290
2,4282.38,4074.19,-1.54E+03,11,79,317
0,18752,167196,-6081,87,408,5435
1,2713.77,49.8354,-7.00E+02,6,33,5
2,8540.49,11968.5,-2556.7,87,128,693
4,6018.89,7501.9,-1587.74,47,93,545
4,8706.65,13339.1,-2471.45,17,132,806
4,7050.64,4058.57,-2286.21,75,101,249
4,13110.5,76203,-5420.78,47,262,3211
4,6991.88,4000.2,-2235.16,73,101,249
4,8549.2,11361.6,-3090.26,43,156,654
0,12179.1,65233,-6074,31,224,2192
4,5332.45,4019.58,-2.32E+03,20,79,292
4,18484.9,162025,-9.72E+03,79,388,6290
1,5683.31,4719.96,-2.60E+02,21,85,343
0,7850.92,14093.4,-2835.79,19,140,845
4,9114.04,28766.7,-3318.13,38,179,1626
